Text
"Best with the price range, Camera quality is not as expected. Battery life is shorten for heavy user. Games functions well and smooth. I'm satisfied with my budget."
"I am writing this review after using 5 Days this phone & 1.5 Month use of Motorola Moto G62.Performance, Camera, Battery Life, functionality of this phone is more & far Better than Moto G62.Pros.  Performance, Battery, Camera, Fast Charging (0-100% Charging in 1 hours & 10 Minutes (this is real data after charging 3 times after purchasing)).Cons.  No Measure Cons.  1- Just Price is Little higher.  2-Just some Software functions like Small Menu Apps Grid (Matrix) Bar, Font Style & Small Font Size looking like Large(That should have to be smaller than given.  There should have to option for the reduction of Small Apps Grid (Matrix) Size."
25din ho gye ... Bdhiya hai abhi tk to.... Battery 2din me charge krni pdti hai... Camera mujhe bht achha lga... Touch b achha h
"A good quality product to buy under 20k. Ample space, good quality pictures and wider screen"
Balanced Phone for people looking out for an Daily use and Futuristic 5G Phone.
"Alexa not working properly after 2 days, otherwise mobile working is nice"
"My display sleep mode changes frequently, it goes to 15 sec automatically even I have made it to 1 min.I dnt see message count for application. It just show dots when any notification is received. I have opted for both number and dot. Then too I  can see only dot.Also finger sensor doesnot work smoothly."
Finger print ossum battery life not going camera average
""
Good product 👍Proceedings 👍Back Camera 👍 front not goodDisplay very nice ☺️Battery is 👍
Could have been in display fingerprint censor
Very nice
Fingerprint reader is requre to improve
Camara clarity is not good
Good
It's good phone from good brandCamera is greatBattery is superbYet to explore 5gOverall nice phone at this price
Camera quality low
As you know one plus low cast phone material how to except all things
Kabhi kabhi call ki ring aati hai but dikhti nahi . Choti choti problem hai.
Good as expected
Awesome display and built quality.Camera quality is best in class.At first the battery life seems to be an issue but it lasts full day. (Charger is very fast. Takes half hour to full)
If you want to take this phone just take it coz it doesn't have any kind of blotware and is best budget friendly mobile
Nice 😊👍
Overall good
Perfomance super and remaining all features good.camera quality very very bad 😞
Battery goodCamera 🤳 nice
V good
Good phone in this price range
"Overall Product is really good. But I've issues with BSNL network; particularly with this product.And in my residential area there is no other good network other than BSNL.With using this phone I've experienced Poor network connectivity, no clear sound and frequently my Calls get disconnected.NB- (No issues of network while using same SIM card in my old poco X2 @same time.).Thanks to team Amazon for considering this issue and refunding my money. You people are really good and genuine.6 star 🌟 for your service.I've ordered Redmi note 11 pro plus 5g  from Amazon only."
"Phone screen is very good, battery life is also very good, camera could have been better but at the price is good"
Battery is good
No comment
"Camera quality good, battery life is also good"
Only one problem network strength is very low and week. fingerprint aftar 2 week not working properly also all is well.
Good product
Updated version is not available in this phone. upgrade flash light so we can take clearly pics during at night .
Very good
Nice product recieved 👍🏻👍🏻❤️
Good
""
This range mobile is good but some time hanging problem on this device
Plz improve camera quality and flash light. Call recording function improve like as Samsung.
"Phone is quite good at the price of Rs. 17,500 (after bank discount)."
Need to upgrade the battery lifeMobile is best nord ce 2Small disadvantage is  battery backup and mono speaker
"Mobile is stylish and friendly options, can say camera quality is far good"
""
Personaly i suggest front camera is good or in low light back camera is performed well....but sometimes it campture photo live oppo and Vivo camera with white effect
Good product
The camera quality is very good
Overall phone is very goodCamera quality also very niceSmoothly workingBattery charging is fast  this is the best quality of this phoneNow this is the nice Phone in this price .👍👍👍👍👍
I m using this phone and writing this review after 2 months. Battery backup is average. Display is also good. Speaker sound may be improved.Rear camera is good but 🤳 selfie/front camera giving blurred photos from last 01 weeks days.
One issue of heating during charging in this phone
Chalania
It can capture even the tiniest details of the pics clicked.
"(Note- I have purchased this phone on the Event of Great Indian Festival after putting offer of SBI Card and get it within the price range of 24,1998 GB RAM + 128 GB ROM VariantThis is a very Good Product between a very budgetable and affordable price range. OnePlus has done good job.My Review Ratings (Out of 10)Camera Quality- 7/10Battery Life- 8/10Screen Type and Picture Quality- 8/10Gaming- 6/10Normal Use- 10/10Price Range- 5/10I hope this review will help you guys to get guided for purchasing this phone.Thanks"
"Indisplay finger print is pretty good,camera is like okay,"
"Overall good performance, however ram consume more space even least app's install"
Battery life is poor. Rest is really good
"I am happy to have this product , camera quality is good"
"The camera, battery and overall phone is good"
I will prefer to buy this with out pausing
"Camera clarity is not good compare to realme mobiles, previously I'm using realme mobile, realme only good for compare to OnePlus."
Amazing phone with best options....by Jaya Vardhan Sannithi
Battery jaldi down ho jati h
Good budget mobile on oneplus
"In this price camera was not that great and charging also using in 120hz i felt like it draining too fast but charges in 20mins rapidly, very light weight , single speaker but loud enough and performance is very smooth bcz of 120hz"
Good one
Thank Amazon ..it is good product
camera needs to be improved
Finger side  button not ok
Good quality camera
Camera Quality Sahi Nahi Hai
There is only heating Ishu not much lettelOveral it is best mobile under 24999
Overall good
Simetimes the finger print senor is not working properly that's a major problem for this mobile phone
Very nice product
Very nice phoneSmooth in working
😍👌
Netvark problem ati hye
Good
Good
Finger print ok. Camera quality average. Better if Amoled display provided. Good OS. Ram ok.
"Other brands can give you more function, speed, camera quality than one plus nord 2ce in this budget"
Like
Good
Good experience with it...
Plus points- camera quality is good .. video recording is awesome.. fingerprint sensor stunning... Charging -supercool But..-points..Battery back up is too much disappointing...Camera quality is not as expected...
"Storage and cam also very good, nice features, iam statisfid,But delivery person is very bad,late delivery, he talking too much, please second time do not send him again"
This phone is very good if you all want to buy then buy it.
Battery backup is good. Camera quality is good 👍. I like the product 👍.
For daily use it good
"Phone was very good,But I don’t like delivering the phone , I ordered on 24th September 2022, can you guess when I get??!! 18th October 2022."
Camera quality not much betterBattery life is decentSensor is better
"Edited after one week.Drawbacks : 1. In-display fingerint is slow as compared to my previous vivo z1x phone.2. Apps crashing some times.3. Sometimes feeling touch issues.4*. Ghost touch experienced on top status bar.5. apps don't remain in background after sometimes , if you open they start again before beginning with fresh start. It is not acceptable with ""mutitasking smartphones"".Good At: 1. Flawless with screen 90hz refresh rate.2. Camera quality is good.3. Light and sleak phone. Feels premium in handNot a recommended buy."
"Cam quality and battery life is good, product is good."
Very poor camera and display quality
It's okay not bad but it just okay
"The media could not be loaded.
                



 Build quality - Rating 7.5 : One of the light weight phones out there and has to say it's quite comfortable for one hand usage and even the material used is polycarbonate but gets the job done but doesn't matter if back cover is there . In terms of styling it's similar to oppo phone but i liked it but won't recommend gray one as it attaches fingerprints but if you are going to use back cover then it doesn't matterDisplay -  Rating 8 : Really good amoled plan and 90hz refresh rate works well wish it could have been 120hz . But the bottom chin is quite thick that is the only thing and yes there is gorilla glass 5 protection and screen guard pre applied too . But the panel on this one is the not the best out there but it's pretty decent as wellPerformance - Rating 9 :Dimensity 900 with ufs 2.2 and lppdr4x Ram gets the job done for regular day to day operations and I didn't played games so can't say but considering this soc is pretty good you can expect 50 fps stable in bgmi and cod . Still I would say this processor is good but competition is offering better so you decide . For me gaming doesn't matter and for next 2 years it can last me easily for normal.usageSoftware- 8.5 : biggest con is Android 11 based on oxygen OS or should I say future color oos 😂 but overall it's quite stable and no bugs as of now but still can't say a lot will have to wait for Android 12 to have better ideaCamera -  Rating 7.5 : 64mp is decent I was atleast expecting samsung sensor though but they provided omnivison sensor which gets the job done but to be Frank I am not into camera that much so better to check other reviews and video stability in 1080p is good and 8mp ultratwide is decent as well . Still the camera is not the best out there again I am saying this because others are offering better but OnePlus managed to give decent thingsBattery -  Rating 9: on 90hz refresh rate with 40 percent brightness and dark mode excluding gaming it gives 7 hrs of sot from 99 to 89 on wifi network and then 89 to 59 on jio network and rest remaining on wifi . So battery for normal tasks can last more than 1.5 day . Charging takes about 30 minutes to charge from 10 percent to 99 which is pretty fastSpeakers -  6: pathetic only single speaker and quality is moderate5g bands - 8 bands so it' is futuristicCall quality - Rating 10 :  it's amazing pretty loud and none of the parties ever complained about my voice that is getting mumbledSo to conclude you can buy this one if you only care for OnePlus and you want to try OnePlus for the first time . I was even getting mi 11 lite ne 5g at same price but rejected it due to miui . So for normal users and those who want a stable software without any ads or notification or bloatwares its good"
"Those who use internet, frequently don't go for this product. Battery backup  only comes for 10 to 12 hrs."
Must buy premium phone of OnePlus if you can afford not the cheaper one. It is good to use brand power in lower price.
""
Every thing is good
"Sometimes Speaker activated during call, or sometime video call activated otherwise phone is very good"
Nice mobile 📱
"Camera Quality was superb, Phone Running very Smoothly & overally processer was too good u can buy it without any hesitation. But it don't feel like a OnePlus. It's only a Budget phone under 20k"
Very nice mobile
Good at price and reliable product
I like it.
Front camera is below average except of that everything is fabulous 😍 if brand value matters for you then go for it 👍
"One plus is a well known brand to all, but the back camera is not as expected. Good price with cards offers. Overall as per my experience ,except back camera performance (3/5) it's a good choice for people looking for one plus experience under 20 k"
Best phone our budget
value for money
"Less than 20k inr good product with very nice features, display and configuration.."
Very good
""
OnePlus is the good company this phone is batter for use mentioned following*Battery is good we cab use 24 hours normal use and 5 hours other like using fb YouTube*Camera fichar also little bit good*Finger print is also working properlyI want to suggest everyone use this phone once
Very good product all are too good
Latest handset.Updated one. With all new features.Best in a .
This phone is awesome
Nice phone
All OK!
Battery life is good
Nice
"Decent mobile, display and oxygen OS i have liked very much."
It has a premium look and good specs in budget phones. Better than MI. Good user interface.
It is a good to purchase product
Excellent
"Good value for money product, but please don’t expect the same camera quality as premium models of one plus."
Bahut achcha hai 17000 mein pura Paisa vasul Ho Gaya meri jaan 🤟
Nice
Battery life super. Camera and sound quality super.
Good phone but it’s is slightly overpriced
Nice
OnePlus
Smooth working
Ok
"Phone feels premium handheld and is pretty smooth to operate. Can be considered as iPhone with AndroidBattery life  8/10 (Easily lasts for more than 24 hrs with standard usage )Touch sensor 10/10Display 9/10Camera 9/10Front camera 8/10Charging 10/10 ( Gets fully charged in 20 mins.)Fingerprint lock : 8 /10Back cover : 9/10 ( an impressive cover with usb, Audio jack lids)"
Perfect ❤️
Best phone in budget camera could be better ! Overall good
I have use it for 2 week and did not find any issue so far..Worth to buy it.
"Still, It's maintain itself brand name i.e. OnePlus.After 7 Days used, I am writing features about this OnePlus nord ce 2 5g.1.Value for money.2.Best camera front and rear both.3.I also like it's amoled display.4.It's also contains AOD features.5.Best display.6.It's feeling similarly iPhone.7. Lightweight i.e. onehandy.But battery is 4500 mah if battery is 5000mah so it's good. But I am happy with this charger that is 65 watt. it's full battery under 30 to 40 minutes."
It's really good phone in this price segment. The camera quality and the performance is so awesome.The phone interface looks like very comfort. Battery  backup is good.Conclusion: If anyone required a smart budget phone with brand value than you can go for it.
Very nice product thankyou Amazon but delivery verry slowly
"Good phone one could go and purchase, it's good speed of oeprating, fingerprint is past, camera i can the earlier redmi 7 pro was best but this device has good outdoor day photos night camera i'm not satisfied ..battery life is quite not high as expected ...u can with this phone at chepest cost u'll getting 1+ brand phone"
Overall good 👍
Camera quality is ok.Fingerprint is reader is little slow.Battery life will be known after a full day use.
"Phone is good except camera quality, although not too bad camera but still not the best. Rest all things are excellent. Phone is light weight, smooth performance, fingerprint sensor, face lock works excellent, quick charging with 65W charger, never hang. Performance is excellent."
Good experience
Nice
Not satisfied with camera quality but phone is good
"I ordered this phone when I replaced my Samsung M series. Chise this over MI note 11 pro or some other models in 20K range.1. This phone is entry level in oneplus and gives you better phone experience than MI phones2. Battery is best, charging is also super fast3. Ultra light weight, very easy to carry and watch movies during travels4. Camera is okay! Could have better. Day time photos are best but night time are below average qualityOverall worth in 20k if you want premium brand!"
Camera quality not upto the mark.
It's very nice phone in this amount
Good
"Self use, general practice."
Cheap product as compared to market and other brands product
Now I use mobile last 10 it working good all future are good camera result also good it. This price rang worth it
Boss! phone is good overall performance is good battery charging is very fast in 10 mins 0 to 36percent..  but Camera quality in this budget.  Oneplus need to do more 4k 30 fps but Camera will lag.. overall I like OnePlus.
Good according to price
Camera night time photoes are not good
Nice pic of
Good
Don't have both option of memory card and sim slot only have to insert sim or memory card
Battery backup very bad 😡😡
Beautiful phone with lovely touch and awesome performance.Touch is awesome .camera outstanding. Very handy handset with light weighted.overall  performance is outstanding
Nice product
Like performance but hate camera cutout at left
Nice after uses a month
Nord is good phone I got this phone in offer.I like it.I switch from mi note10 pro MaxI like miui experience is more better and more better camera quality.Overall 8/10
As per 19 k price .Product is good .
Nice
Sim ejector & screen guard not received within the pack
Achha hai
Camera and Battery life Sucks!!!Overall mobile is good
Good
Battery backup problem
Overall good product but camera quality is bad.
Best phone in this price range with good camera quality and the performance but need to upgrade the battery.
Camera and display quality is good
The Mobil overall super but phone speaker not quality good
Such an amazing weapon I got from Amazon & special thanks to 1+🖤
Low waight
The media could not be loaded.
Camera not upto the markBattery life also not up to the markBut no working very fast
"Pros -display,one plus branding,looksAverage -camera , performance, buildCons-battery"
Oneplus to OnePlus ki quality dega.( As per performance)1.Processing Speed achi h. ..2.comera quality is good but not as I expected.3. Gaming achi or smooth h lag ni h pr screen recording me leg h toda or quality jyda achi nahi deta pr frame drop ni h.4.Battery life (with 2 hour gaming) subha se sham tak or (without gaming ek din se jyda)5. Looks good and feels comfortable but realme 9 Pro ke jesa hi lgta h phone. Bss Deference performance ka h.6. Feels like a brand because it's really a good brand.
"The media could not be loaded.
                



 Camera.64mp.nice"
फोन तो अच्छा चलता हैलेकिन बैटरी थोड़ा कम चलता हैमिलाजुला के पैसा
Everything is Allright about the mobile but after buying the phone exactly on the 4th day in my hands automatically mobile goes blank and not turned on till nowNobody has reached to collect the phone till now
Good one nice phn in low budget cast 1puls
All good....
Not bad  good phoneFast Charging 10/10Display 10/8Battery 10/8iOS 10/9Camera 10/8
"Ok ,Value for money..."
Camera quality satisfied. Screen size and look not comfortable..for writing and other uses
Build quality is good
Better for other mobile
Camera quality is good
Overall Nice phone!!  Good display and battery backup too 1 day easygoing!  Performance is also nice & the camera was superb  Overall the phone is working properly good quality..  The price range is pretty good!!  Overall good experience with Phone  It's my first time I go with one plus  Thanks Amazon & One plus.....
Good
Fingerprint very good and camera quality is good
"It's been 20 days...speed is fine. Reviewing from same phone. Battery life is good, charges superfast"
Mobile phone is good but packing material is not good.
Prosser camera
""
overall good
All items are there in the box. but I didn't swith on  mobile because i have to give this to someone as a gift.. So after 2 days i will record another video while switching on phone. Incase if mobile has any problem i will upload that video
Good
"The media could not be loaded.
                



 The charger is not fitting to the power sockets. When i am trying to plug in it desturbs the switch, so literally I couldnt charge my phone till now. Please tell me a way to charge the phone. Can I use charger of another brands????"
Superb
Good
A budget friendly phone... I have used this phone for one month... No issues so far..1. Battery life is excellent.. Sometimes single charge is enough for two days2. Camera quality is great especially night time camera3. Fingerprint sensor is very quick4. Overall user experience is greatCons1.The phone is little heavier.2. Floating windows option is not available
""
received brand new in good condition yesterday. i'll be reviewing it after using it for a week.
"Everything is ok except battery life , battery not going through one day performance is quite well."
Good phone by 1+ still some features could be better and the performance is kind of average .
Good phone with decent camera and processor at this price range.
High price
Good battery
"Phone is a good package deal. I am facing trouble with touch sensors, u literally had to sit through for an hour for impression registration even after which it couldn't fetch all required details. Kindly work on this. Camera quality average but processor there's no complaint ofcourse since it's from OnePlus"
""
Nice camera picture 👍 nd nice quality. But fingers print not perfect 😜 nd battery long lasting..1 day full care TQ Amazon.
""
Good
this is my first experience with one plus mobile such a nice product
Camera quality is good in day light but in night its not good otherwise phone is good in this particular price range
"Good budget phone, but expectations not match with price."
Camera and processor is good.
All good but no proper package and delivered to me..
Cemara quality amazing nd lovely Phone
Dual apps are not fully accessible.
""
Very nice phone under budget Thanks to Amazon
"It's best budget phone, everything is fine, but only size of phone is big uncomfortable to one hand use thats why dislike."
It's good product but defect is theres no side button like as previous mobiles. I didn't play games in this mobile.so for me it's good. I bought for only Camera and battery backup that's it
CamerA
Good product just go for it
Camera quality is good 👍Battery backup very good 👍All is well
Phone good but battery I think not perfect
All is ok
Totally worth the price!
"Using the phone for almost 15 days now and writing review,1. All functions work seamless and good.2. Phone has good build quality and has limited features of original OnePlus.3. Battery is as good as promised. It has 33W charging and phone charges in less than hour when at less than 5%4. Delivery experience was good and I chosed the phone from the authorized vendor.For mid range phone it is 4.5 / 5 and for high end perspective it is 4/5. Good phone overall."
Good
"Like-1. Camera 📸 quality is good.2. Touch is quite smooth and sensetive.3. Display is good.4. Performance is good no hanging issue,I'm not hard user also.5.  Overall design is good.6. 65 Watt charger charging first. it takes 50 to 55 minutes for full charge.Dislikes -1. Battery performance should little better.2. During charge battery gets little heat.3. Flash light power is quite low.4. I think this phone is not water resistant also.5. There is single speaker only. Sound is quite loud but it should give two speakers atleast."
Best Mobile with high definition camera quality and fast charging...
"Be careful before you buy. The camera quality is very bad. There is a whitish tone in every photo and video, even gcam doesn't help. The type c port does not support dongle dac. The software experience is smooth but oneplus has curtailed on subtle features that are found on flagships. The feel in hand is good and feels sturdy."
I have always been a little hesitant while buying electronic items online but I had to make the purchase because I old phone died on me suddenly and I must say that this product exceeds my expectations I am really happy with the working of the product
No issues except battery life... Need Power Bank for Complete your day...
One plus always better
"The media could not be loaded.
                



 Good and worth the money"
Nice device
Average phone
The media could not be loaded.
""
Overall good specification...but i already OnePlus 7t user for me its ok because compare to 7t in this mobile specifications and special speature less than my old one.... otherwise budget friendly smartphone for OnePlus lovers
My Review and ratings are for those who bring joy to us delivering the products as I ordered not much from Amazon usually but still whatever I ordered I setisfied with my friends who are so polite and humble with their (customers) me. During this diwali I ordered couple of products I am totally setisfied with the guys who work in #Amazon.Thank you Amazon & their team.
Fingerprint 5/5Battery Life 5/5Camera Qulity 5/5All is Well I Given 5 Stars So I Am Very Happy 🥳🥳🥳
Over all good
NICE PRODUCT
Finger print is too much good and super fast ram
Ok
Good ok
Nice
Nice 👍
Good
"Fingerprint good, battery life & cam quality it's  ok  not  good"
Design is soo good and camera have to be much more better overall phone is too awesome
""
It's pretty much worth the price. For a phone that costs 25k it comes with almost everything!
Nice mobile. Good Performance One Plus Nord Ce 2. Letest Update Coming 5Gb and after Up to Date mobile performance was Amazing 😇😇😇😇
"I am using this phone since last 10 days. Phone is good. Battery life is good. Camera is ok, not great. Overall good phone in 19k"
Pros#Nice looks & good build#Clean UI sans bloatware#Capable primary camera#Good battery life and fast 65W chargingCons#Performance can't match rivals #Misses out on stereo speakers#Low-light camera performance could be better #No Android 12
"The media could not be loaded.
                



 Good better smoothness on display fingerprint"
Most affordable and value for money. Good experience and service for Amazon
Overall phone is good for moderate  use far better than samsung phonesOne star less because it have lCD panel display  and not amoled display and also for single  speaker and not giving dual stereo  speakers.
There is screen gaurd for this order..
It's a very good phone.very happy to buy this one.
I am happy 😊
i got today one plus nord ce 2 light .. using after 15 daays i will submit agin review
Pros1. Superfast charging2. No glitches while using the phone3. Good display4. Light weightCons1. Camera okay. Not very good.2. Sometimes it gets heated up. But it's mild3. Single speaker. But loud.Overall it's not a topnotch phone but it's a good if are not a very very heavy user or a serious game enthusiastic.I am finding the phone quite decent
finger prints good
Every thing is good in it.Only con is no amoled display.
Not good Hanging problem
The battery is good for a moderate user but the camera quality is not up to the mark. Samsung offers much better camera and security.
Good for for day to day tasks
"The media could not be loaded.
                



 First time finger print reader not work but after that istam work well done"
"Bought it 19 August. Regretting since 20 August.Took me a while to figure out how to start Android Auto by default when plugged into a car (you have to manually enable Android Auto the first time). First time I plugged it in I was in a busy road and was unsure which way to go. The phone just wouldn't pick up Android Auto. I had to manually configure it later on after watching a couple of videos on YT. Since then, whenever I plug it in my car, I keep getting the pop-up that asks me to choose whether I want to ""Use USB to - Charge Only - or Transfer Files/Android Auto - or Transfer Photos"". No matter how many times I select Android Auto, the same thing keeps popping up, and Android Auto DOES NOT WORK. Never faced this problem with my old Redmi Note 5 Pro.When I was roaming outside my home circle (Kolkata) for a few weeks, the following apps didn't work: Zomato, PhonePe, Paytm. I had read before ordering the phone that they don't always optimize apps for non-Snapdragon processors. With its Mediatek Dimensity 900 ""monster of a chipset"", my phone itself turned into a monster and betrayed me when I needed it most. I couldn't order food, and GPay was my only savior for payment through QR code scanning. Only at my room with a wifi, these apps worked. Then when I came back to Kolkata again these apps started working fine.When I drive 550km to my hometown, there are long stretches when there is no network, yet on my previous phone, Android Auto would continue to work as the car/phone was probably following its GPS. I could rely on it. Since purchasing this phone, I don't have the confidence any more that Android Auto will even work in an area with full network, let alone in an area without any.When connected for even 5 minutes on USB to car, the phone heats up. More than once it simply hung up and stopped functioning. The fingerprint sensor often is not able to read the fingerprint.There are pros - the 65W charging is super fast; and the camera is reasonably good (if it weren't on a 25k phone, that would be another star taken away).Overall, I am dissatisfied and disillusioned with the phone. Better to buy a top model Maruti Swift with all features abnd accessories than a lowest model Hyundai Creta with zero features and accessories. For the 25k price range, it's better to go for a Redmi phone with top specs than the lowest end OnePlus phones. I don't know about other OnePlus models but this one is a disaster.Severely disappointed."
Phone performance under this budget is surprising Amazing. But the finger print reader don't work properly i have added 2 fingerprints of my own but still it don't work for half of the time . If I talk about camera so if you want to capture anything outdoor then just go for it without any doubt but it don't give satisfaction in indoor clicking. Other photos performance is much better in indoor case but for outdoor it'just wowwww .It's charges really fast and stays for long .
All superb except camera lagging issue during photography.
Mobile is weighted
Very nice
Good mobile at this price
Poco F1 series is better
A nice product go for it.
"Camera quality though being okay for this price range, everything is fine.  Best mobile to have in affordable range."
Good phone and photo quality. I loved it. Prompt in services.
So good
Tk h iska finger side mai utana a6a nhi dia h
"The media could not be loaded.
                



 Good"
Super
Sab badhiya hai
Finger print camera battery
Lovely product however lacks some critical OnePlus specs
Build quilty good
"At a same time, you can not put both the sim and sd card on sametray. In tray there is 2opt only either you can  put both the sim Or one and sd card.  Overall product is good"
"Bought this phone at 22K inr. So consider this price for my review.Camera is hit and miss. Sometime it takes amazing shot, sometimes it just fumbles.EIS with 1080p60 is amazing. You will capture more videos than expected.UI: Coming from MIUI. Its very easy for me to say Oxygen OS is amazing. No debate in thatBattery: Amazing, will change how you use your phone. 15 minute is enough for 4 hours of use. It gives so peace of mind, once you tried it you wont be able to live without it.FP sensor is okay not as snappy as side or rear one but still work fine. You wont notice it.Feel: Super Slippery buy a rugged case immediately. Amazing to look at like. But feels delicate.Price: for 22K its a steal. For original price add little more to get Nord 2T, Poco F4, Nothing phone(1) all these phone are affordable flagship.This phone is just a mid-range phone and should cost 22K for 25 you are better off with spending little more and get those above mentioned phones."
Battery backup is very good and camera quality is good.fingerprint reader is  nice.Overall phone is good
"To be very honest I was just reviewed the viewers review and after that I brought that phone and I found what I wanted. 1+ is really premium phone and I really impressed of that phone. Everything is awesome. No hanging, No heating issue while charging. Quick charge awesome camera and awesome sound quality. Go for it every one..."
Good
Battery life is good and I liked high speed charging. So far haven't faced heating or hanging problem.  Gestures are very good. Camera features are good but portrait mode could have been better and also same goes with fingerprint.
Value for money.
Good Product
"The media could not be loaded.
                



 Editing any images takes min 2min time to save the work . Post editing need to hit ✓ icon for 15+times then only system accepts ok and then to save ,need to press Save icon for 15+times so can it be saved ....Raised and Escalated to OnePlus care and Amazon India both long time ago but they are keeping mum .Video footage to explain the issue is hereby enclosed"
Finger print reader needs to be improved
It's like a very good phone for gaming and photo purposes and unlike OnePlus 2T and others ITS VERYYY GOOD AND WORTH THE MONEY
"Phone built, performance, battery life everything is great. Phone is great except display which is non amoled. If you are ok with it then it's great chy for you"
Superb phone but heating issue
"Overall performance is not up tonthe mark. Observed heat issues when talking more than 10 mins. Mobiles restarts randomly, display quality is not upto the mark. Redmi mobiles are far better than one plus. Over all its slwn average mobile. Not at all recommend"
""
हेमराज भाई काम नहीं करता है एक ही खत्म हो जाती है
"One of the best phone in this price. Camera quality is good, however bit expensive then compitition. Moto is also good option and comes with 1000 less."
Finshing is very good its look good
do not hesitate to buy this phone this OnePlus Nord ce2 is an excellent phone 📱
""
""
The dislike part is that sometimes the volume buttons doesn't work.
Nice phone
Battery life was not satisfied
Good user experience.
Fingerprint reader is good
I like the way the phone detects the fingure print . It has the best capture quality . Altogether it's the best product I have purchased from the amazon
"I never thought that I could get such a good phone in this price point, there are so many negative comments in the review section that I was scared that what if by mistake I got the product damaged etc.... but Now there is nothing like that, the device is absolutely fine and in this price segment none can beat this device and everything is better than any other brand price point… well have a nice day 😉😉😉"
It's camera is the worst partCan only take decent image it's like a cheap mobile not 25k it's not worth 25k . I will suggest u go either with OnePlus Nord 2t or Samsung's iqoo etc
Worst product don't buy it just looks are good and all other things are very bad camera quality is like samsung j7 so don't buy it not at all value for money please don't buy it at all
I have been using this mobile from last 5 months i would say this is best budget phone in 25K. The best and important features of this 65W changer you don't need to worry about charging your mobile it's like blink and you will find your mobile charged in 30 minutes of time.
"Average phone . Too many bugs in the phone.But you can charge it 0%-100% around 35 minutes max.Password, or Pin, or face lock feature available for turn off the mobile."
"The media could not be loaded.
                



 Awesome phone!!"
This mid range phone has got superfast UI and refresh rate really high. No hang problem during multitasking over various apps. The camera quality is excellent gives signature one plus clicks
"The media could not be loaded.
                



 Nice product"
Battery life is very good . You can use whole day. 10/10Finger  8/10Display 9/10Camera 9/10Front camera 8/10Charging 10/10
"Canvas AOD mood not available in this phone, battry performance also not good always getting some error over scree currently i am receiving this screen not available, previously i was facing frequently wifi disconnect issue, there are many more issue i can't write every issue, i was not expecting there issue in OnePlus phone."
Dont expect too many feature. Just go for the quality. Quality of the product and experience is worth the prize.
